Product Name,Category,,,,,
Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,,,,,
Griffin GC17055 Auxiliary Audio Cable,Technology,,,,,
Rogers Profile Extra Capacity Storage Tub,Office Supplies,,,,,
RCA ViSYS 25825 Wireless digital phone,Technology,,,,,
Xerox 1914,Office Supplies,,,,,
Xerox 1902,Office Supplies,,,,,
Acme Titanium Bonded Scissors,Office Supplies,,,,,
Ibico Recycled Linen-Style Covers,Office Supplies,,,,,
Xerox 207,Office Supplies,,,,,
Socket Bluetooth Cordless Hand Scanner (CHS),Technology,,,,,
Okidata B400 Printer,Technology,,,,,
"Logitech Wireless Boombox Speaker - portable - wireless, wired",Technology,,,,,
Xiaomi Mi3,Technology,,,,,
Xerox 1947,Office Supplies,,,,,
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Technology,,,,,
Xerox 193,Office Supplies,,,,,
iOttie XL Car Mount,Technology,,,,,
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Office Supplies,,,,,
First Data TMFD35 PIN Pad,Technology,,,,,
Ultra Commercial Grade Dual Valve Door Closer,Furniture,,,,,
Contemporary Borderless Frame,Furniture,,,,,
"3D Systems Cube Printer, 2nd Generation, White",Technology,,,,,
Panasonic KX - TS880B Telephone,Technology,,,,,
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Office Supplies,,,,,
Xerox 1936,Office Supplies,,,,,
Avery Legal 4-Ring Binder,Office Supplies,,,,,
Avaya 5410 Digital phone,Technology,,,,,
"TOPS Money Receipt Book, Consecutively Numbered in Red,",Office Supplies,,,,,
Desktop 3-Pocket Hot File,Office Supplies,,,,,
Wirebound Voice Message Log Book,Office Supplies,,,,,
Konica Minolta magicolor 1690MF Multifunction Printer,Technology,,,,,
"Linden 12"" Wall Clock With Oak Frame",Furniture,,,,,
Tensor Brushed Steel Torchiere Floor Lamp,Furniture,,,,,
Ricoh - Ink Collector Unit for GX3000 Series Printers,Technology,,,,,
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Office Supplies,,,,,
Avery 479,Office Supplies,,,,,
Okidata C610n Printer,Technology,,,,,
Xerox 229,Office Supplies,,,,,
Acme Galleria Hot Forged Steel Scissors with Colored Handles,Office Supplies,,,,,
Nu-Dell EZ-Mount Plastic Wall Frames,Furniture,,,,,
Tensor Track Tree Floor Lamp,Furniture,,,,,
Hon Olson Stacker Chairs,Furniture,,,,,
Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,,,,,
Griffin GC36547 PowerJolt SE Lightning Charger,Technology,,,,,
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,,,,,
Cherry 142-key Programmable Keyboard,Technology,,,,,
Motorola L703CM,Technology,,,,,
NeatDesk Desktop Scanner & Digital Filing System,Technology,,,,,
Hoover Commercial Lightweight Upright Vacuum,Office Supplies,,,,,
Xerox 1976,Office Supplies,,,,,
"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Office Supplies,,,,,
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",Office Supplies,,,,,
Xerox 1983,Office Supplies,,,,,
"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture,,,,,
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",Technology,,,,,
Avery 484,Office Supplies,,,,,
Electrix Fluorescent Magnifier Lamps & Weighted Base,Furniture,,,,,
Space Solutions Industrial Galvanized Steel Shelving.,Office Supplies,,,,,
Plantronics Single Ear Headset,Technology,,,,,
Zebra GK420t Direct Thermal/Thermal Transfer Printer,Technology,,,,,
"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furniture,,,,,
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Technology,,,,,
Hoover Commercial SteamVac,Office Supplies,,,,,
Xerox 1938,Office Supplies,,,,,
NETGEAR RangeMax WNR1000 Wireless Router,Technology,,,,,
Xerox 1899,Office Supplies,,,,,
Hewlett-Packard Desktjet 6988DT Refurbished Printer,Technology,,,,,
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Furniture,,,,,
"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,,,,,
Okidata MB760 Printer,Technology,,,,,
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,,,,,
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furniture,,,,,
Sterling Rubber Bands by Alliance,Office Supplies,,,,,
Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,,,,,
Maxell CD-R Discs,Technology,,,,,
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,,,,,
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Office Supplies,,,,,
Star Micronics TSP100 TSP143LAN Receipt Printer,Technology,,,,,
Xerox 1955,Office Supplies,,,,,
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Office Supplies,,,,,
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Office Supplies,,,,,
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Technology,,,,,
Lexmark 20R1285 X6650 Wireless All-in-One Printer,Technology,,,,,
Nokia Lumia 1020,Technology,,,,,
Acme Serrated Blade Letter Opener,Office Supplies,,,,,
Okidata B401 Printer,Technology,,,,,
Xerox Blank Computer Paper,Office Supplies,,,,,
4009 Highlighters,Office Supplies,,,,,
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Furniture,,,,,
Self-Adhesive Address Labels for Typewriters with Dispenser Box,Office Supplies,,,,,
Office Star - Task Chair with Contemporary Loop Arms,Furniture,,,,,
Grip Seal Envelopes,Office Supplies,,,,,
Penpower WorldCard Pro Card Scanner,Technology,,,,,
Sony 8GB Class 10 Micro SDHC R40 Memory Card,Technology,,,,,
RCA ViSYS 25425RE1 Corded phone,Technology,,,,,
Cisco 8961 IP Phone Charcoal,Technology,,,,,
"Eureka Hand Vacuum, Bagless",Office Supplies,,,,,
LG G2,Technology,,,,,
Eldon Jumbo ProFile Portable File Boxes Graphite/Black,Office Supplies,,,,,
